sample_size,exec_time_with_no_features,exec_time_with_features
10,0.016204094886779784,0.013791799545288086
32,0.047907352447509766,0.04671156406402588
55,0.4266965389251709,0.08504865169525147
77,0.5899439096450806,1.0793404817581176
100,0.517457914352417,0.3640239953994751
