sample_size,exec_time_with_no_features,exec_time_with_features
10,0.3467164278030396,0.030202198028564452
32,3.150297498703003,1.0031182050704956
55,3.8350725412368774,0.31472158432006836
77,2.7351540088653565,0.7497318744659424
100,5.696396136283875,2.6243818283081053
